reference,comparison,variable,variable_type,reference_mean,comparison_mean,mean_delta,reference_missing_rate,comparison_missing_rate,missing_rate_delta,standardized_mean_difference,wasserstein_distance,wasserstein_over_clean_sd,ks_statistic,prevalence_delta,bernoulli_js_divergence,absolute_effect
clean,hidden_confounder,oxidative_hepatic_stress,binary,0.08728571428571429,0.08728571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,platelet_inhibition,binary,0.11242857142857143,0.11242857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,potassium_retention,binary,0.14142857142857143,0.14142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,psychomotor_impairment,binary,0.10821428571428572,0.10821428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,reduced_renal_perfusion,binary,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,serotonergic_shift,binary,0.13985714285714285,0.13985714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,sleep_disruption,binary,0.08792857142857143,0.08792857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,sodium_water_imbalance,binary,0.11271428571428571,0.11271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,tubular_injury,binary,0.10028571428571428,0.10028571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,volume_depletion,binary,0.12114285714285715,0.12114285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,alt_ast_rise,binary,0.05928571428571429,0.05928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,anhedonia_like_symptom,binary,0.04314285714285714,0.04314285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,bilirubin_rise,binary,0.021642857142857144,0.021642857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,cognitive_slowing,binary,0.06921428571428571,0.06921428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,confusion_state,binary,0.069,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,creatinine_rise,binary,0.14635714285714285,0.14635714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,dehydration,binary,0.11621428571428571,0.11621428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,dizziness,binary,0.14307142857142857,0.14307142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,fatigue_symptom,binary,0.1977142857142857,0.1977142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,gi_irritation,binary,0.09971428571428571,0.09971428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,hyperkalemia_state,binary,0.060714285714285714,0.060714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,hyponatremia_state,binary,0.06921428571428571,0.06921428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,hypotension,binary,0.10335714285714286,0.10335714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,jaundice,binary,0.011142857142857144,0.011142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,mood_lowering,binary,0.08978571428571429,0.08978571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,nausea,binary,0.10635714285714286,0.10635714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,occult_bleeding,binary,0.027071428571428573,0.027071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,overt_bleeding,binary,0.025142857142857144,0.025142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,qt_prolongation_state,binary,0.048857142857142856,0.048857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,sedation_state,binary,0.12957142857142856,0.12957142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,sleep_disturbance_symptom,binary,0.11521428571428571,0.11521428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,adr_reported,binary,0.04285714285714286,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,creatinine_tested,binary,0.4868571428571429,0.4868571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ecg_performed,binary,0.243,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,electrolyte_abnormality_recorded,binary,0.10642857142857143,0.10642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,electrolytes_tested,binary,0.4242142857142857,0.4242142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,elevated_alt_ast_recorded,binary,0.028428571428571428,0.028428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,elevated_creatinine_recorded,binary,0.09357142857142857,0.09357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,fall_reported,binary,0.05828571428571429,0.05828571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,hospital_contact,binary,0.27085714285714285,0.27085714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,lft_tested,binary,0.3292857142857143,0.3292857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,mood_screening_done,binary,0.17685714285714285,0.17685714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,qt_recorded,binary,0.018357142857142857,0.018357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,AKI,binary,0.131,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,DILI,binary,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Delirium,binary,0.03692857142857143,0.03692857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Depression,binary,0.08464285714285714,0.08464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Falls,binary,0.07785714285714286,0.07785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,GI_bleeding,binary,0.021214285714285713,0.021214285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Hospitalization,binary,0.225,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Hyperkalemia,binary,0.048357142857142855,0.048357142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Hyponatremia,binary,0.07871428571428571,0.07871428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,QT_arrhythmia,binary,0.015928571428571427,0.015928571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,active_drug_count,count,5.868714285714286,5.868714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,ddi_renal_double_hit,binary,0.14135714285714285,0.14135714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_renal_triple_whammy,binary,0.06814285714285714,0.06814285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_cns_depression_synergy,binary,0.033357142857142856,0.033357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_bleeding_dual,binary,0.08407142857142857,0.08407142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_bleeding_triple,binary,0.0245,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_serotonergic_synergy,binary,0.027428571428571427,0.027428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_qt_multidrug_load,count,0.702,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,ddi_hepatic_triple_hit,binary,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,cumulative_adr_burden,continuous,1.8654971428571427,1.8654971428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,severe_adr_burden,binary,0.10335714285714286,0.10335714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,statin,binary,0.3097857142857143,0.3097857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,macrolide,binary,0.12271428571428572,0.12271428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,azole_antifungal,binary,0.07835714285714286,0.07835714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,metformin,binary,0.29328571428571426,0.29328571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,digoxin,binary,0.09071428571428572,0.09071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,triptan,binary,0.08885714285714286,0.08885714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,lithium,binary,0.052571428571428575,0.052571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,potassium_supplement,binary,0.13014285714285714,0.13014285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,hypertension,binary,0.5300714285714285,0.5300714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,atrial_fibrillation,binary,0.13657142857142857,0.13657142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,epilepsy,binary,0.032857142857142856,0.032857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,hypothyroidism,binary,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,obesity,binary,0.33685714285714285,0.33685714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,nephrotoxin_load,count,1.0979285714285714,1.0979285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,hepatic_drug_load,count,0.9044285714285715,0.9044285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,qt_drug_load_v3,count,0.7927142857142857,0.7927142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,cns_depressant_load,count,0.6017857142857143,0.6017857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,bleeding_risk_load,count,1.2585,1.2585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,serotonergic_load,count,0.6242142857142857,0.6242142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,cyp_inhibitor_load,count,0.20107142857142857,0.20107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
clean,hidden_confounder,ddi_statin_cyp_inhibitor,binary,0.05821428571428571,0.05821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_metformin_renal_risk,binary,0.030642857142857142,0.030642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_lithium_renal_risk,binary,0.005071428571428571,0.005071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_digoxin_electrolyte_risk,binary,0.008142857142857143,0.008142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,ddi_serotonergic_high_load,binary,0.11492857142857144,0.11492857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,drug_disease_nsaid_ckd,binary,0.025214285714285713,0.025214285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,drug_disease_nsaid_heart_failure,binary,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,drug_disease_qt_baseline_risk,binary,0.040785714285714286,0.040785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,drug_disease_hepatic_liver_disease,binary,0.039857142857142855,0.039857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,drug_disease_anticoagulant_frailty,binary,0.012142857142857143,0.012142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,muscle_injury,binary,0.031,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,lactate_accumulation,binary,0.014857142857142857,0.014857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,serotonin_toxicity,binary,0.015642857142857142,0.015642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,digoxin_toxicity,binary,0.010285714285714285,0.010285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,lithium_toxicity,binary,0.006857142857142857,0.006857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Serotonin_syndrome,binary,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Rhabdomyolysis,binary,0.003357142857142857,0.003357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,hidden_confounder,Lactic_acidosis,binary,0.0055,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,selection_bias,age,continuous,65.81977857142859,65.88458494012583,0.06480636869724776,0.0,0.0,0.0,0.005391315941048057,0.0891576024239613,0.007438010058340138,0.0054948969236569,,,0.005391315941048057
clean,selection_bias,alcohol_use,binary,0.129,0.12867870915364318,-0.0003212908463568198,0.0,0.0,0.0,-0.0009590141348272931,0.00032129084635679206,0.0009585050821803039,0.00032129084635679206,-0.0003212908463568198,1.1496351343680711e-07,0.0003212908463568198
clean,selection_bias,baseline_alt_ast,continuous,24.89476428571429,24.84640755023341,-0.04835673548088337,0.0,0.0,0.0,-0.004833883408034718,0.05324502740004069,0.005318331459955955,0.003912783786134744,,,0.004833883408034718
clean,selection_bias,baseline_egfr,continuous,74.49969285714286,74.23273797442663,-0.26695488271623447,0.0,0.0,0.0,-0.013315966646499169,0.30684457218243505,0.015377662070747004,0.009783307721302426,,,0.013315966646499169
clean,selection_bias,baseline_mood_vulnerability,binary,0.11507142857142857,0.1167038765983357,0.001632448026907124,0.0,0.0,0.0,0.005099979899031971,0.0016324480269070962,0.005115657996047564,0.0016324480269070962,0.001632448026907124,3.251227049856631e-06,0.001632448026907124
clean,selection_bias,baseline_potassium,continuous,4.269931428571429,4.2703460523645225,0.0004146237930937602,0.0,0.0,0.0,0.0011488847400076792,0.0016227049204094028,0.004504954121327205,0.0025397952970512283,,,0.0011488847400076792
clean,selection_bias,baseline_qt_risk,binary,0.06907142857142858,0.06931195453622895,0.00024052596480036992,0.0,0.0,0.0,0.0009477742702859375,0.00024052596480039767,0.0009485376336191452,0.00024052596480039767,0.00024052596480036992,1.1228453585718473e-07,0.00024052596480036992
clean,selection_bias,baseline_sodium,continuous,138.95499285714286,138.95451593261618,-0.0004769245266800226,0.0,0.0,0.0,-0.00018949419550905628,0.017887293049957967,0.007117680920621602,0.005281350575545796,,,0.00018949419550905628
