scenario,variable,effective_column,variable_type,n_patients,missing_rate,prevalence,n_complete,mean,std,median,q05,q25,q75,q95
clean,ssri,ssri,binary,14000,0.0,0.25671428571428573,14000,0.25671428571428573,0.4368203992769681,0.0,0.0,0.0,1.0,1.0
clean,thiazide,thiazide,binary,14000,0.0,0.19257142857142856,14000,0.19257142857142856,0.39431925323193107,0.0,0.0,0.0,0.0,1.0
clean,valproate_like_drug,valproate_like_drug,binary,14000,0.0,0.07892857142857143,14000,0.07892857142857143,0.2696272464733791,0.0,0.0,0.0,0.0,1.0
clean,anticholinergic_burden,anticholinergic_burden,binary,14000,0.0,0.0945,14000,0.0945,0.29252307601281646,0.0,0.0,0.0,0.0,1.0
clean,cardiac_repolarization_delay,cardiac_repolarization_delay,binary,14000,0.0,0.17842857142857144,14000,0.17842857142857144,0.38287310734306035,0.0,0.0,0.0,0.0,1.0
clean,cholestatic_pattern,cholestatic_pattern,binary,14000,0.0,0.11064285714285714,14000,0.11064285714285714,0.31368936116183865,0.0,0.0,0.0,0.0,1.0
clean,cns_sedation,cns_sedation,binary,14000,0.0,0.15614285714285714,14000,0.15614285714285714,0.36299072344361977,0.0,0.0,0.0,0.0,1.0
clean,coagulation_impairment,coagulation_impairment,binary,14000,0.0,0.15121428571428572,14000,0.15121428571428572,0.35825762449695897,0.0,0.0,0.0,0.0,1.0
clean,electrolyte_disturbance,electrolyte_disturbance,binary,14000,0.0,0.09028571428571429,14000,0.09028571428571429,0.2865906559565972,0.0,0.0,0.0,0.0,1.0
clean,fatigue_pathway,fatigue_pathway,binary,14000,0.0,0.09742857142857143,14000,0.09742857142857143,0.29654046081093083,0.0,0.0,0.0,0.0,1.0
clean,gastric_mucosal_injury,gastric_mucosal_injury,binary,14000,0.0,0.10328571428571429,14000,0.10328571428571429,0.30433168666802357,0.0,0.0,0.0,0.0,1.0
clean,gastric_protection,gastric_protection,binary,14000,0.0,0.11178571428571428,14000,0.11178571428571428,0.31510263148273926,0.0,0.0,0.0,0.0,1.0
clean,hepatic_metabolic_stress,hepatic_metabolic_stress,binary,14000,0.0,0.13785714285714284,14000,0.13785714285714284,0.34474998335084533,0.0,0.0,0.0,0.0,1.0
clean,hepatocellular_injury,hepatocellular_injury,binary,14000,0.0,0.07657142857142857,14000,0.07657142857142857,0.2659102196192527,0.0,0.0,0.0,0.0,1.0
clean,monoamine_disruption,monoamine_disruption,binary,14000,0.0,0.08242857142857143,14000,0.08242857142857143,0.2750165486671962,0.0,0.0,0.0,0.0,1.0
clean,nephrotoxic_stress,nephrotoxic_stress,binary,14000,0.0,0.12228571428571429,14000,0.12228571428571429,0.32761550385680305,0.0,0.0,0.0,0.0,1.0
clean,oxidative_hepatic_stress,oxidative_hepatic_stress,binary,14000,0.0,0.08728571428571429,14000,0.08728571428571429,0.2822532876112286,0.0,0.0,0.0,0.0,1.0
clean,platelet_inhibition,platelet_inhibition,binary,14000,0.0,0.11242857142857143,14000,0.11242857142857143,0.31589300048450275,0.0,0.0,0.0,0.0,1.0
clean,potassium_retention,potassium_retention,binary,14000,0.0,0.14142857142857143,14000,0.14142857142857143,0.34846309792034635,0.0,0.0,0.0,0.0,1.0
clean,psychomotor_impairment,psychomotor_impairment,binary,14000,0.0,0.10821428571428572,14000,0.10821428571428572,0.3106508555945608,0.0,0.0,0.0,0.0,1.0
clean,reduced_renal_perfusion,reduced_renal_perfusion,binary,14000,0.0,0.175,14000,0.175,0.3799671038392666,0.0,0.0,0.0,0.0,1.0
clean,serotonergic_shift,serotonergic_shift,binary,14000,0.0,0.13985714285714285,14000,0.13985714285714285,0.3468387556905652,0.0,0.0,0.0,0.0,1.0
clean,sleep_disruption,sleep_disruption,binary,14000,0.0,0.08792857142857143,14000,0.08792857142857143,0.28319099165598827,0.0,0.0,0.0,0.0,1.0
clean,sodium_water_imbalance,sodium_water_imbalance,binary,14000,0.0,0.11271428571428571,14000,0.11271428571428571,0.3162432220778875,0.0,0.0,0.0,0.0,1.0
clean,tubular_injury,tubular_injury,binary,14000,0.0,0.10028571428571428,14000,0.10028571428571428,0.300380574931067,0.0,0.0,0.0,0.0,1.0
clean,volume_depletion,volume_depletion,binary,14000,0.0,0.12114285714285715,14000,0.12114285714285715,0.3262932198286113,0.0,0.0,0.0,0.0,1.0
clean,alt_ast_rise,alt_ast_rise,binary,14000,0.0,0.05928571428571429,14000,0.05928571428571429,0.23615867201385374,0.0,0.0,0.0,0.0,1.0
clean,anhedonia_like_symptom,anhedonia_like_symptom,binary,14000,0.0,0.04314285714285714,14000,0.04314285714285714,0.20317861851190974,0.0,0.0,0.0,0.0,0.0
clean,bilirubin_rise,bilirubin_rise,binary,14000,0.0,0.021642857142857144,14000,0.021642857142857144,0.14551441123665732,0.0,0.0,0.0,0.0,0.0
clean,cognitive_slowing,cognitive_slowing,binary,14000,0.0,0.06921428571428571,14000,0.06921428571428571,0.2538181797416153,0.0,0.0,0.0,0.0,1.0
clean,confusion_state,confusion_state,binary,14000,0.0,0.069,14000,0.069,0.25345413786324344,0.0,0.0,0.0,0.0,1.0
clean,creatinine_rise,creatinine_rise,binary,14000,0.0,0.14635714285714285,14000,0.14635714285714285,0.35346390139848327,0.0,0.0,0.0,0.0,1.0
clean,dehydration,dehydration,binary,14000,0.0,0.11621428571428571,14000,0.11621428571428571,0.3204817085423193,0.0,0.0,0.0,0.0,1.0
clean,dizziness,dizziness,binary,14000,0.0,0.14307142857142857,14000,0.14307142857142857,0.35014567668037716,0.0,0.0,0.0,0.0,1.0
clean,fatigue_symptom,fatigue_symptom,binary,14000,0.0,0.1977142857142857,14000,0.1977142857142857,0.3982754661522292,0.0,0.0,0.0,0.0,1.0
clean,gi_irritation,gi_irritation,binary,14000,0.0,0.09971428571428571,14000,0.09971428571428571,0.29961866920933933,0.0,0.0,0.0,0.0,1.0
clean,hyperkalemia_state,hyperkalemia_state,binary,14000,0.0,0.060714285714285714,14000,0.060714285714285714,0.23880548826291617,0.0,0.0,0.0,0.0,1.0
clean,hyponatremia_state,hyponatremia_state,binary,14000,0.0,0.06921428571428571,14000,0.06921428571428571,0.2538181797416153,0.0,0.0,0.0,0.0,1.0
clean,hypotension,hypotension,binary,14000,0.0,0.10335714285714286,14000,0.10335714285714286,0.30442477540034585,0.0,0.0,0.0,0.0,1.0
clean,jaundice,jaundice,binary,14000,0.0,0.011142857142857144,14000,0.011142857142857144,0.10496996655020437,0.0,0.0,0.0,0.0,0.0
clean,mood_lowering,mood_lowering,binary,14000,0.0,0.08978571428571429,14000,0.08978571428571429,0.28587451757006666,0.0,0.0,0.0,0.0,1.0
clean,nausea,nausea,binary,14000,0.0,0.10635714285714286,14000,0.10635714285714286,0.30829417934889425,0.0,0.0,0.0,0.0,1.0
clean,occult_bleeding,occult_bleeding,binary,14000,0.0,0.027071428571428573,14000,0.027071428571428573,0.16229160892212086,0.0,0.0,0.0,0.0,0.0
clean,overt_bleeding,overt_bleeding,binary,14000,0.0,0.025142857142857144,14000,0.025142857142857144,0.1565589150369631,0.0,0.0,0.0,0.0,0.0
clean,qt_prolongation_state,qt_prolongation_state,binary,14000,0.0,0.048857142857142856,14000,0.048857142857142856,0.21556929848422202,0.0,0.0,0.0,0.0,0.0
clean,sedation_state,sedation_state,binary,14000,0.0,0.12957142857142856,14000,0.12957142857142856,0.3358313169872455,0.0,0.0,0.0,0.0,1.0
clean,sleep_disturbance_symptom,sleep_disturbance_symptom,binary,14000,0.0,0.11521428571428571,14000,0.11521428571428571,0.3192803690827744,0.0,0.0,0.0,0.0,1.0
clean,adr_reported,adr_reported,binary,14000,0.0,0.04285714285714286,14000,0.04285714285714286,0.2025349554108261,0.0,0.0,0.0,0.0,0.0
clean,creatinine_tested,creatinine_tested,binary,14000,0.0,0.4868571428571429,14000,0.4868571428571429,0.49982723545853575,0.0,0.0,0.0,1.0,1.0
clean,ecg_performed,ecg_performed,binary,14000,0.0,0.243,14000,0.243,0.4288950920679788,0.0,0.0,0.0,0.0,1.0
clean,electrolyte_abnormality_recorded,electrolyte_abnormality_recorded,binary,14000,0.0,0.10642857142857143,14000,0.10642857142857143,0.30838536056733445,0.0,0.0,0.0,0.0,1.0
clean,electrolytes_tested,electrolytes_tested,binary,14000,0.0,0.4242142857142857,14000,0.4242142857142857,0.49422315355535923,0.0,0.0,0.0,1.0,1.0
clean,elevated_alt_ast_recorded,elevated_alt_ast_recorded,binary,14000,0.0,0.028428571428571428,14000,0.028428571428571428,0.16619382586336362,0.0,0.0,0.0,0.0,0.0
clean,elevated_creatinine_recorded,elevated_creatinine_recorded,binary,14000,0.0,0.09357142857142857,14000,0.09357142857142857,0.29123155104921344,0.0,0.0,0.0,0.0,1.0
clean,fall_reported,fall_reported,binary,14000,0.0,0.05828571428571429,14000,0.05828571428571429,0.23428292681268598,0.0,0.0,0.0,0.0,1.0
clean,hospital_contact,hospital_contact,binary,14000,0.0,0.27085714285714285,14000,0.27085714285714285,0.4444024651376364,0.0,0.0,0.0,1.0,1.0
clean,lft_tested,lft_tested,binary,14000,0.0,0.3292857142857143,14000,0.3292857142857143,0.46995386225996827,0.0,0.0,0.0,1.0,1.0
clean,mood_screening_done,mood_screening_done,binary,14000,0.0,0.17685714285714285,14000,0.17685714285714285,0.38154776093898257,0.0,0.0,0.0,0.0,1.0
clean,qt_recorded,qt_recorded,binary,14000,0.0,0.018357142857142857,14000,0.018357142857142857,0.1342391826676001,0.0,0.0,0.0,0.0,0.0
clean,AKI,AKI,binary,14000,0.0,0.131,14000,0.131,0.3374003556607491,0.0,0.0,0.0,0.0,1.0
clean,DILI,DILI,binary,14000,0.0,0.018,14000,0.018,0.132951118836962,0.0,0.0,0.0,0.0,0.0
clean,Delirium,Delirium,binary,14000,0.0,0.03692857142857143,14000,0.03692857142857143,0.18858645773442043,0.0,0.0,0.0,0.0,0.0
clean,Depression,Depression,binary,14000,0.0,0.08464285714285714,14000,0.08464285714285714,0.27834949951015003,0.0,0.0,0.0,0.0,1.0
clean,Falls,Falls,binary,14000,0.0,0.07785714285714286,14000,0.07785714285714286,0.26794665171124143,0.0,0.0,0.0,0.0,1.0
clean,GI_bleeding,GI_bleeding,binary,14000,0.0,0.021214285714285713,14000,0.021214285714285713,0.14409802148509318,0.0,0.0,0.0,0.0,0.0
clean,Hospitalization,Hospitalization,binary,14000,0.0,0.225,14000,0.225,0.4175823272122517,0.0,0.0,0.0,0.0,1.0
clean,Hyperkalemia,Hyperkalemia,binary,14000,0.0,0.048357142857142855,14000,0.048357142857142855,0.21451976503771567,0.0,0.0,0.0,0.0,0.0
clean,Hyponatremia,Hyponatremia,binary,14000,0.0,0.07871428571428571,14000,0.07871428571428571,0.2692923076115905,0.0,0.0,0.0,0.0,1.0
clean,QT_arrhythmia,QT_arrhythmia,binary,14000,0.0,0.015928571428571427,14000,0.015928571428571427,0.12519924936203222,0.0,0.0,0.0,0.0,0.0
clean,active_drug_count,active_drug_count,count,14000,0.0,,14000,5.868714285714286,2.2021206801163093,6.0,2.0,4.0,7.0,10.0
clean,ddi_renal_double_hit,ddi_renal_double_hit,binary,14000,0.0,0.14135714285714285,14000,0.14135714285714285,0.34838958225011285,0.0,0.0,0.0,0.0,1.0
clean,ddi_renal_triple_whammy,ddi_renal_triple_whammy,binary,14000,0.0,0.06814285714285714,14000,0.06814285714285714,0.2519908890481267,0.0,0.0,0.0,0.0,1.0
clean,ddi_cns_depression_synergy,ddi_cns_depression_synergy,binary,14000,0.0,0.033357142857142856,14000,0.033357142857142856,0.17956737977024398,0.0,0.0,0.0,0.0,0.0
clean,ddi_bleeding_dual,ddi_bleeding_dual,binary,14000,0.0,0.08407142857142857,14000,0.08407142857142857,0.27749490710531566,0.0,0.0,0.0,0.0,1.0
clean,ddi_bleeding_triple,ddi_bleeding_triple,binary,14000,0.0,0.0245,14000,0.0245,0.15459543977750442,0.0,0.0,0.0,0.0,0.0
clean,ddi_serotonergic_synergy,ddi_serotonergic_synergy,binary,14000,0.0,0.027428571428571427,14000,0.027428571428571427,0.16332864077668427,0.0,0.0,0.0,0.0,0.0
clean,ddi_qt_multidrug_load,ddi_qt_multidrug_load,count,14000,0.0,,14000,0.702,0.7631113006258373,1.0,0.0,0.0,1.0,2.0
clean,ddi_hepatic_triple_hit,ddi_hepatic_triple_hit,binary,14000,0.0,0.0015,14000,0.0015,0.03870077518603471,0.0,0.0,0.0,0.0,0.0
clean,cumulative_adr_burden,cumulative_adr_burden,continuous,14000,0.0,,14000,1.8654971428571427,1.5501827574258489,1.56,0.24,0.48,2.64,4.9
clean,severe_adr_burden,severe_adr_burden,binary,14000,0.0,0.10335714285714286,14000,0.10335714285714286,0.30442477540034585,0.0,0.0,0.0,0.0,1.0
clean,statin,statin,binary,14000,0.0,0.3097857142857143,14000,0.3097857142857143,0.4624051529883767,0.0,0.0,0.0,1.0,1.0
clean,macrolide,macrolide,binary,14000,0.0,0.12271428571428572,14000,0.12271428571428572,0.3281089602493634,0.0,0.0,0.0,0.0,1.0
clean,azole_antifungal,azole_antifungal,binary,14000,0.0,0.07835714285714286,14000,0.07835714285714286,0.2687327687878948,0.0,0.0,0.0,0.0,1.0
clean,metformin,metformin,binary,14000,0.0,0.29328571428571426,14000,0.29328571428571426,0.45526827704292405,0.0,0.0,0.0,1.0,1.0
clean,digoxin,digoxin,binary,14000,0.0,0.09071428571428572,14000,0.09071428571428572,0.2872023747841104,0.0,0.0,0.0,0.0,1.0
clean,triptan,triptan,binary,14000,0.0,0.08885714285714286,14000,0.08885714285714286,0.2845374334255656,0.0,0.0,0.0,0.0,1.0
clean,lithium,lithium,binary,14000,0.0,0.052571428571428575,14000,0.052571428571428575,0.22317632820124036,0.0,0.0,0.0,0.0,1.0
clean,potassium_supplement,potassium_supplement,binary,14000,0.0,0.13014285714285714,14000,0.13014285714285714,0.3364605383660186,0.0,0.0,0.0,0.0,1.0
clean,hypertension,hypertension,binary,14000,0.0,0.5300714285714285,14000,0.5300714285714285,0.499094889959488,1.0,0.0,0.0,1.0,1.0
clean,atrial_fibrillation,atrial_fibrillation,binary,14000,0.0,0.13657142857142857,14000,0.13657142857142857,0.34339434105615046,0.0,0.0,0.0,0.0,1.0
clean,epilepsy,epilepsy,binary,14000,0.0,0.032857142857142856,14000,0.032857142857142856,0.17826259007545067,0.0,0.0,0.0,0.0,0.0
clean,hypothyroidism,hypothyroidism,binary,14000,0.0,0.15,14000,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,1.0
clean,obesity,obesity,binary,14000,0.0,0.33685714285714285,14000,0.33685714285714285,0.47263559764713586,0.0,0.0,0.0,1.0,1.0
clean,nephrotoxin_load,nephrotoxin_load,count,14000,0.0,,14000,1.0979285714285714,0.8510808224408128,1.0,0.0,0.0,2.0,3.0
clean,hepatic_drug_load,hepatic_drug_load,count,14000,0.0,,14000,0.9044285714285715,0.8546563816015446,1.0,0.0,0.0,1.0,2.0
clean,qt_drug_load_v3,qt_drug_load_v3,count,14000,0.0,,14000,0.7927142857142857,0.8154077357434157,1.0,0.0,0.0,1.0,2.0
clean,cns_depressant_load,cns_depressant_load,count,14000,0.0,,14000,0.6017857142857143,0.7125886088832771,0.0,0.0,0.0,1.0,2.0
clean,bleeding_risk_load,bleeding_risk_load,count,14000,0.0,,14000,1.2585,0.9815253617274928,1.0,0.0,1.0,2.0,3.0
clean,serotonergic_load,serotonergic_load,count,14000,0.0,,14000,0.6242142857142857,0.7201186091363629,0.0,0.0,0.0,1.0,2.0
clean,cyp_inhibitor_load,cyp_inhibitor_load,count,14000,0.0,,14000,0.20107142857142857,0.4246834054892647,0.0,0.0,0.0,0.0,1.0
clean,ddi_statin_cyp_inhibitor,ddi_statin_cyp_inhibitor,binary,14000,0.0,0.05821428571428571,14000,0.05821428571428571,0.23414820659800328,0.0,0.0,0.0,0.0,1.0
clean,ddi_metformin_renal_risk,ddi_metformin_renal_risk,binary,14000,0.0,0.030642857142857142,14000,0.030642857142857142,0.17234811414396037,0.0,0.0,0.0,0.0,0.0
clean,ddi_lithium_renal_risk,ddi_lithium_renal_risk,binary,14000,0.0,0.005071428571428571,14000,0.005071428571428571,0.07103315552383598,0.0,0.0,0.0,0.0,0.0
clean,ddi_digoxin_electrolyte_risk,ddi_digoxin_electrolyte_risk,binary,14000,0.0,0.008142857142857143,14000,0.008142857142857143,0.08986963347209202,0.0,0.0,0.0,0.0,0.0
clean,ddi_serotonergic_high_load,ddi_serotonergic_high_load,binary,14000,0.0,0.11492857142857144,14000,0.11492857142857144,0.3189357222042698,0.0,0.0,0.0,0.0,1.0
clean,drug_disease_nsaid_ckd,drug_disease_nsaid_ckd,binary,14000,0.0,0.025214285714285713,14000,0.025214285714285713,0.156775398293878,0.0,0.0,0.0,0.0,0.0
clean,drug_disease_nsaid_heart_failure,drug_disease_nsaid_heart_failure,binary,14000,0.0,0.023,14000,0.023,0.14990330216509573,0.0,0.0,0.0,0.0,0.0
clean,drug_disease_qt_baseline_risk,drug_disease_qt_baseline_risk,binary,14000,0.0,0.040785714285714286,14000,0.040785714285714286,0.197793427079664,0.0,0.0,0.0,0.0,0.0
clean,drug_disease_hepatic_liver_disease,drug_disease_hepatic_liver_disease,binary,14000,0.0,0.039857142857142855,14000,0.039857142857142855,0.19562349301760296,0.0,0.0,0.0,0.0,0.0
clean,drug_disease_anticoagulant_frailty,drug_disease_anticoagulant_frailty,binary,14000,0.0,0.012142857142857143,14000,0.012142857142857143,0.10952355072433191,0.0,0.0,0.0,0.0,0.0
clean,muscle_injury,muscle_injury,binary,14000,0.0,0.031,14000,0.031,0.1733176274935703,0.0,0.0,0.0,0.0,0.0
clean,lactate_accumulation,lactate_accumulation,binary,14000,0.0,0.014857142857142857,14000,0.014857142857142857,0.12098102398006598,0.0,0.0,0.0,0.0,0.0
clean,serotonin_toxicity,serotonin_toxicity,binary,14000,0.0,0.015642857142857142,14000,0.015642857142857142,0.12408931526632459,0.0,0.0,0.0,0.0,0.0
clean,digoxin_toxicity,digoxin_toxicity,binary,14000,0.0,0.010285714285714285,14000,0.010285714285714285,0.10089558150556911,0.0,0.0,0.0,0.0,0.0
clean,lithium_toxicity,lithium_toxicity,binary,14000,0.0,0.006857142857142857,14000,0.006857142857142857,0.0825234660504489,0.0,0.0,0.0,0.0,0.0
clean,Serotonin_syndrome,Serotonin_syndrome,binary,14000,0.0,0.0025,14000,0.0025,0.04993746088859544,0.0,0.0,0.0,0.0,0.0
clean,Rhabdomyolysis,Rhabdomyolysis,binary,14000,0.0,0.003357142857142857,14000,0.003357142857142857,0.05784351691399471,0.0,0.0,0.0,0.0,0.0
clean,Lactic_acidosis,Lactic_acidosis,binary,14000,0.0,0.0055,14000,0.0055,0.0739577582137263,0.0,0.0,0.0,0.0,0.0
hidden_confounder,age,age,continuous,14000,0.0,,14000,65.81977857142859,11.98675475357688,65.8,46.0,57.6,74.1,85.6
hidden_confounder,alcohol_use,alcohol_use,binary,14000,0.0,0.129,14000,0.129,0.33519994033412354,0.0,0.0,0.0,0.0,1.0
hidden_confounder,baseline_alt_ast,baseline_alt_ast,continuous,14000,0.0,,14000,24.89476428571429,10.011603789825022,24.4,8.9,17.9,31.2,42.004999999999924
hidden_confounder,baseline_egfr,baseline_egfr,continuous,14000,0.0,,14000,74.49969285714286,19.95391567136508,74.7,41.1,61.2,88.0,107.1
hidden_confounder,baseline_mood_vulnerability,baseline_mood_vulnerability,binary,14000,0.0,0.11507142857142857,14000,0.11507142857142857,0.3191081241491028,0.0,0.0,0.0,0.0,1.0
hidden_confounder,baseline_potassium,baseline_potassium,continuous,14000,0.0,,14000,4.269931428571429,0.3602045385384164,4.27,3.67,4.03,4.52,4.86
hidden_confounder,baseline_qt_risk,baseline_qt_risk,binary,14000,0.0,0.06907142857142858,14000,0.06907142857142858,0.25357556334657055,0.0,0.0,0.0,0.0,1.0
hidden_confounder,baseline_sodium,baseline_sodium,continuous,14000,0.0,,14000,138.95499285714286,2.5130788032565854,138.95,134.9,137.2,140.7,143.1
hidden_confounder,ckd,ckd,binary,14000,0.0,0.09121428571428572,14000,0.09121428571428572,0.28791359779614156,0.0,0.0,0.0,0.0,1.0
hidden_confounder,depression_history,depression_history,binary,14000,0.0,0.12007142857142857,14000,0.12007142857142857,0.325045043974285,0.0,0.0,0.0,0.0,1.0
hidden_confounder,diabetes,diabetes,binary,14000,0.0,0.17085714285714285,14000,0.17085714285714285,0.37638408519999456,0.0,0.0,0.0,0.0,1.0
hidden_confounder,frailty,frailty,binary,14000,0.0,0.03578571428571429,14000,0.03578571428571429,0.18575547620131014,0.0,0.0,0.0,0.0,0.0
hidden_confounder,heart_failure,heart_failure,binary,14000,0.0,0.08185714285714285,14000,0.08185714285714285,0.274146951506684,0.0,0.0,0.0,0.0,1.0
hidden_confounder,infection,infection,binary,14000,0.0,0.08292857142857143,14000,0.08292857142857143,0.27577422553492514,0.0,0.0,0.0,0.0,1.0
hidden_confounder,liver_disease,liver_disease,binary,14000,0.0,0.06092857142857143,14000,0.06092857142857143,0.23919924877023524,0.0,0.0,0.0,0.0,1.0
hidden_confounder,monitoring_intensity,monitoring_intensity,continuous,14000,0.0,,14000,0.38979985714285714,0.1950191556891114,0.375,0.095,0.238,0.527,0.732
hidden_confounder,polypharmacy_burden,polypharmacy_burden,count,14000,0.0,,14000,4.926785714285714,2.2550254252152784,5.0,2.0,3.0,6.0,9.0
hidden_confounder,sex_female,sex_female,binary,14000,0.0,0.5417142857142857,14000,0.5417142857142857,0.4982568798996628,1.0,0.0,0.0,1.0,1.0
hidden_confounder,acei_arb,acei_arb,binary,14000,0.0,0.5342857142857143,14000,0.5342857142857143,0.4988231047134028,1.0,0.0,0.0,1.0,1.0
hidden_confounder,aminoglycoside,aminoglycoside,binary,14000,0.0,0.06664285714285714,14000,0.06664285714285714,0.24940245935975427,0.0,0.0,0.0,0.0,1.0
hidden_confounder,antibiotic_hepatic_risk,antibiotic_hepatic_risk,binary,14000,0.0,0.2077142857142857,14000,0.2077142857142857,0.40567112446474396,0.0,0.0,0.0,0.0,1.0
hidden_confounder,anticholinergic,anticholinergic,binary,14000,0.0,0.15492857142857142,14000,0.15492857142857142,0.36183657800680336,0.0,0.0,0.0,0.0,1.0
hidden_confounder,anticoagulant,anticoagulant,binary,14000,0.0,0.2725,14000,0.2725,0.44524571867677737,0.0,0.0,0.0,1.0,1.0
